UniProt,domain_start,domain_end,Length,S_over_T_mean,S_over_T_pval,quantile,refoldable,subcellular_localization,average_KD_hydro,A_SASA_count,C_SASA_count,D_SASA_count,E_SASA_count,F_SASA_count,G_SASA_count,H_SASA_count,I_SASA_count,K_SASA_count,L_SASA_count,M_SASA_count,N_SASA_count,P_SASA_count,Q_SASA_count,R_SASA_count,S_SASA_count,T_SASA_count,V_SASA_count,W_SASA_count,Y_SASA_count,fraction DE,fraction KR,fraction AGP,fraction WYF,fraction ILVM,fraction polar,No. of Peptides,No. of Significant Peptides,,,,,,,,,,,,,,,,,
Q03661,1307,1354,47,0.1364,0.000075,6, nan, nucleus,2.954,1,0,5,5,0,1,1,3,3,5,0,5,1,4,5,6,1,1,0,1,0.208333333,0.166666667,0.0625,0.020833333,0.1875,0.354166667,,,,,,,,,,,,,,,,,,,
Q04067,9,37,28,0.2716,0.001977,54, False, cytoplasm,3.412,1,0,2,3,0,2,0,3,5,0,0,0,0,1,1,0,2,2,0,2,0.208333333,0.25,0.125,0.083333333,0.208333333,0.125,,,,,,,,,,,,,,,,,,,
Q06053,564,643,79,0.2511,0.000264,42, True, nucleus; cytoplasm,3.229,0,1,5,5,5,4,1,1,2,3,1,3,3,1,6,1,2,1,0,3,0.208333333,0.166666667,0.145833333,0.166666667,0.125,0.1875,,,,,,,,,,,,,,,,,,,
Q08745,6,91,85,0.2353,0.003436,42, False, cytoplasm,2.729,1,0,2,8,2,4,1,2,7,0,0,3,1,5,1,3,2,2,1,3,0.208333333,0.166666667,0.125,0.125,0.083333333,0.291666667,27,0,,,,,,,,,,,,,,,,,
Q08817,297,444,147,0.1711,0.000959,18, nan, cytoplasm,2.768,3,2,4,11,3,1,1,1,10,1,4,4,1,6,4,10,1,1,0,4,0.208333333,0.194444444,0.069444444,0.097222222,0.097222222,0.333333333,,,,,,,,,,,,,,,,,,,
Q99321,33,180,147,0.5688,0.00044,90, True, nucleus; cytoplasm,2.243,3,0,7,8,0,4,4,2,15,0,1,5,6,4,3,4,2,2,0,2,0.208333333,0.25,0.180555556,0.027777778,0.069444444,0.263888889,3,0,,,,,,,,,,,,,,,,,
P00812,15,328,313,0.5696,0.000746,90, True, ,3.005,7,0,14,10,0,27,2,2,15,4,2,5,6,2,2,9,4,1,0,3,0.208695652,0.147826087,0.347826087,0.026086957,0.07826087,0.191304348,25,4,,,,,,,,,,,,,,,,,
P06786,405,684,279,0.1836,0.000569,18, nan, nucleus,2.244,7,0,12,12,0,15,2,0,21,2,0,7,3,6,9,9,7,1,0,2,0.208695652,0.260869565,0.217391304,0.017391304,0.026086957,0.269565217,,,,,,,,,,,,,,,,,,,
Q08622,312,543,231,0.1717,0.001703,18, nan, mitochondrion,2.74,3,1,11,13,1,14,1,5,13,3,0,6,4,6,10,13,6,2,0,3,0.208695652,0.2,0.182608696,0.034782609,0.086956522,0.286956522,,,,,,,,,,,,,,,,,,,
P17106,10,345,335,0.3692,0.000266,78, False, chromosome; centromere; nucleus; mitochondrion,3.138,25,0,28,39,0,17,7,12,27,22,6,21,8,21,19,31,21,8,2,7,0.208722741,0.143302181,0.15576324,0.028037383,0.14953271,0.314641745,4,0,,,,,,,,,,,,,,,,,
P14741,113,304,191,0.2719,2.00E-06,54, True, cytoplasm; cytosol,3.226,5,0,13,6,3,10,2,2,5,6,1,3,5,3,8,7,7,2,1,2,0.208791209,0.142857143,0.21978022,0.065934066,0.120879121,0.241758242,3,0,,,,,,,,,,,,,,,,,
P38197,10,240,230,0.6246,0.000975,90, True, nucleus; cytoplasm,2.493,8,0,7,12,0,9,2,1,16,3,0,9,4,5,3,8,1,1,1,1,0.208791209,0.208791209,0.230769231,0.021978022,0.054945055,0.274725275,9,3,,,,,,,,,,,,,,,,,
P38199,44,227,183,0.2019,0.000384,30, False, nucleus; cytoplasm; p-body; cytoplasm; chromosome; telomere,3.076,12,1,9,10,2,13,3,2,10,2,0,7,4,2,3,8,1,1,0,1,0.208791209,0.142857143,0.318681319,0.032967033,0.054945055,0.241758242,4,0,,,,,,,,,,,,,,,,,
Q01476,961,1107,146,0.3479,0.000247,66, True, ,3.402,1,0,8,11,3,3,1,2,12,9,4,5,4,4,4,3,7,6,0,4,0.208791209,0.175824176,0.087912088,0.076923077,0.230769231,0.21978022,,,,,,,,,,,,,,,,,,,
P07276,764,1025,261,0.1491,0,6, nan, nucleus,3.178,2,1,20,13,5,16,3,9,24,6,6,11,5,4,7,7,8,7,1,3,0.208860759,0.196202532,0.14556962,0.056962025,0.17721519,0.215189873,,,,,,,,,,,,,,,,,,,
P20438,20,356,336,0.2642,0.003303,54, nan, ,3.04,4,3,13,20,1,12,2,4,9,9,3,14,7,14,10,12,4,8,1,8,0.208860759,0.120253165,0.14556962,0.063291139,0.151898734,0.310126582,,,,,,,,,,,,,,,,,,,
P32454,548,949,401,0.3673,0.000293,78, False, periplasm; cytoplasm; mitochondrion,2.838,9,1,16,17,2,22,2,2,21,6,1,13,6,6,4,21,6,2,0,1,0.208860759,0.158227848,0.234177215,0.018987342,0.069620253,0.310126582,17,0,,,,,,,,,,,,,,,,,
P33892,8,416,408,0.2586,0.000257,42, False, cytoplasm,2.411,5,3,12,21,1,8,3,3,31,4,0,13,4,10,8,20,6,4,0,2,0.208860759,0.246835443,0.107594937,0.018987342,0.069620253,0.348101266,9,3,,,,,,,,,,,,,,,,,
P38708,4,142,138,0.4051,0.000063,78, False, ,2.791,10,0,8,6,0,3,1,0,8,2,0,6,3,3,3,8,5,1,0,0,0.208955224,0.164179104,0.23880597,0,0.044776119,0.343283582,6,0,,,,,,,,,,,,,,,,,
P38907,287,360,73,0.2641,0.002135,54, nan, chromosome; centromere; kinetochore; nucleus,3.3,1,0,6,8,5,6,3,3,9,4,2,7,1,2,3,1,1,4,0,1,0.208955224,0.179104478,0.119402985,0.089552239,0.194029851,0.208955224,,,,,,,,,,,,,,,,,,,
Q12107,76,242,166,0.1677,0.005042,18, nan, nucleus; cytoplasm,3.323,5,1,12,16,4,7,6,5,9,12,3,13,4,3,9,14,3,5,0,3,0.208955224,0.134328358,0.119402985,0.052238806,0.186567164,0.298507463,,,,,,,,,,,,,,,,,,,
Q12676,278,425,147,0.3178,0.000057,66, False, cytoplasm,2.67,0,0,6,8,0,8,4,1,5,3,1,8,4,5,2,5,2,3,1,1,0.208955224,0.104477612,0.179104478,0.029850746,0.119402985,0.358208955,1,0,,,,,,,,,,,,,,,,,
P06839,493,731,238,0.2375,0.000011,42, False, nucleus,2.607,6,0,12,11,3,11,1,1,9,3,2,5,4,7,14,11,5,1,2,2,0.209090909,0.209090909,0.190909091,0.063636364,0.063636364,0.263636364,,,,,,,,,,,,,,,,,,,
P15019,16,334,318,0.5788,0.005851,90, True, ,2.704,9,0,7,16,2,15,1,1,20,0,1,2,4,6,5,12,6,3,0,0,0.209090909,0.227272727,0.254545455,0.018181818,0.045454545,0.245454545,66,0,,,,,,,,,,,,,,,,,
P22516,196,403,207,0.2354,0.000101,42, False, nucleus,3.062,3,0,12,11,3,5,2,8,10,4,1,9,9,8,5,13,3,3,1,0,0.209090909,0.136363636,0.154545455,0.036363636,0.145454545,0.318181818,,,,,,,,,,,,,,,,,,,
P39079,214,405,191,0.3149,0.000022,66, False, cytoplasm,3.187,10,1,13,10,4,12,1,2,10,4,2,6,5,3,8,7,6,3,0,3,0.209090909,0.163636364,0.245454545,0.063636364,0.1,0.218181818,2,1,,,,,,,,,,,,,,,,,
P40450,162,410,248,0.1791,0.000147,18, nan, ,2.836,6,0,11,12,1,5,3,4,17,7,2,14,4,5,2,8,4,2,0,3,0.209090909,0.172727273,0.136363636,0.036363636,0.136363636,0.309090909,,,,,,,,,,,,,,,,,,,
P43609,387,501,114,0.2518,0.000025,42, True, nucleus,3.941,2,2,7,16,1,2,0,5,17,18,4,3,0,7,2,10,4,8,0,2,0.209090909,0.172727273,0.036363636,0.027272727,0.318181818,0.236363636,,,,,,,,,,,,,,,,,,,
Q06053,297,562,265,0.2511,0.000264,42, True, nucleus; cytoplasm,2.665,5,0,12,11,1,15,1,3,10,2,0,8,3,8,8,10,7,2,1,3,0.209090909,0.163636364,0.209090909,0.045454545,0.063636364,0.309090909,4,1,,,,,,,,,,,,,,,,,
P19735,46,88,42,0.2501,0.000056,42, nan, nucleus,2.777,4,0,4,5,1,0,1,0,8,5,0,5,1,3,2,1,1,1,0,1,0.209302326,0.23255814,0.11627907,0.046511628,0.139534884,0.255813953,,,,,,,,,,,,,,,,,,,
P33401,195,430,235,0.3293,0.000799,66, False, cytoplasm,2.835,7,0,9,9,2,17,2,1,9,2,0,1,9,1,7,3,3,0,1,3,0.209302326,0.186046512,0.38372093,0.069767442,0.034883721,0.11627907,7,1,,,,,,,,,,,,,,,,,
P37263,4,62,58,0.1516,1.00E-06,6, False, nucleus; nucleolus,3.035,1,2,4,5,0,1,0,2,6,1,0,4,2,1,1,4,3,2,0,4,0.209302326,0.162790698,0.093023256,0.093023256,0.11627907,0.325581395,2,2,,,,,,,,,,,,,,,,,
P38624,18,211,193,0.3902,0.000235,78, nan, nucleus; cytoplasm,2.96,7,0,9,9,1,15,3,1,8,3,0,6,1,2,4,4,4,2,1,6,0.209302326,0.139534884,0.26744186,0.093023256,0.069767442,0.220930233,2,0,,,,,,,,,,,,,,,,,
P38628,476,555,79,0.3623,0.00059,66, False, nucleus; cytoplasm,3.049,2,0,7,2,0,4,0,1,7,3,1,0,2,3,3,4,2,2,0,0,0.209302326,0.23255814,0.186046512,0,0.162790698,0.209302326,4,0,,,,,,,,,,,,,,,,,
P38772,128,300,172,0.2109,0.000384,30, nan, nucleus,2.667,3,1,3,15,0,11,4,3,13,2,4,3,2,5,5,4,6,0,1,1,0.209302326,0.209302326,0.186046512,0.023255814,0.104651163,0.26744186,,,,,,,,,,,,,,,,,,,
P53219,187,262,75,0.3303,0.002272,66, nan, mitochondrion,3.184,3,0,2,7,2,3,0,1,6,3,0,3,1,0,3,4,4,1,0,0,0.209302326,0.209302326,0.162790698,0.046511628,0.11627907,0.255813953,,,,,,,,,,,,,,,,,,,
Q02792,430,489,59,0.2373,0.000065,42, False, nucleus,2.821,1,0,3,6,0,3,0,1,8,2,4,4,0,3,1,2,3,1,0,1,0.209302326,0.209302326,0.093023256,0.023255814,0.186046512,0.279069767,,,,,,,,,,,,,,,,,,,
Q03016,907,1034,127,0.224,0.000339,30, False, cytoplasm; endoplasmic reticulum,2.931,0,1,9,9,1,2,4,1,13,8,1,5,3,3,3,14,5,3,0,1,0.209302326,0.186046512,0.058139535,0.023255814,0.151162791,0.372093023,,,,,,,,,,,,,,,,,,,
Q03262,2,225,223,0.4375,0.000427,90, True, nucleus; cytoplasm,2.537,4,1,12,6,2,6,6,1,13,4,1,4,6,7,3,6,2,0,0,2,0.209302326,0.186046512,0.186046512,0.046511628,0.069767442,0.302325581,1,0,,,,,,,,,,,,,,,,,
Q04066,16,260,244,0.6194,0.023149,90, True, ,2.505,0,3,8,10,0,7,0,1,9,3,1,6,6,7,7,11,5,1,0,1,0.209302326,0.186046512,0.151162791,0.011627907,0.069767442,0.372093023,3,0,,,,,,,,,,,,,,,,,
Q07684,293,348,55,0.0891,NaN,6, nan, nucleus,3.198,2,0,3,6,5,1,0,0,3,1,0,4,2,3,3,3,4,3,0,0,0.209302326,0.139534884,0.11627907,0.11627907,0.093023256,0.325581395,,,,,,,,,,,,,,,,,,,
Q08206,149,191,42,0.1701,9.00E-06,18, nan, ,3.914,3,0,6,3,2,3,2,2,1,3,1,1,1,1,3,4,4,3,0,0,0.209302326,0.093023256,0.162790698,0.046511628,0.209302326,0.279069767,,,,,,,,,,,,,,,,,,,
Q12180,864,1027,163,0.208,0.013272,30, nan, nucleus; cytoplasm,3.419,6,0,17,10,4,10,3,5,6,9,1,10,7,1,4,24,5,2,0,5,0.209302326,0.07751938,0.178294574,0.069767442,0.131782946,0.333333333,,,,,,,,,,,,,,,,,,,
P43565,41,463,422,0.2066,0.00045,30, nan, nucleus; cytoplasm,3.124,12,2,34,15,7,14,6,7,12,17,5,30,8,18,7,19,12,3,1,5,0.209401709,0.081196581,0.145299145,0.055555556,0.136752137,0.371794872,,,,,,,,,,,,,,,,,,,
P32644,891,1115,224,0.1696,0.000381,18, nan, cytoplasm,2.894,4,0,10,12,3,14,2,3,13,3,0,5,6,9,5,4,5,5,0,2,0.20952381,0.171428571,0.228571429,0.047619048,0.104761905,0.238095238,,,,,,,,,,,,,,,,,,,
P40363,3,296,293,0.2684,0.0007,54, True, cytoplasm,2.628,4,1,8,14,2,18,2,0,14,3,0,9,5,5,4,9,3,2,1,1,0.20952381,0.171428571,0.257142857,0.038095238,0.047619048,0.276190476,8,1,,,,,,,,,,,,,,,,,
Q00578,224,545,321,0.3355,0.000028,66, nan, nucleus,2.934,9,1,19,16,2,12,4,2,8,3,3,13,11,18,9,13,11,11,1,1,0.209580838,0.101796407,0.191616766,0.023952096,0.113772455,0.359281437,,,,,,,,,,,,,,,,,,,
P20457,45,174,129,0.1739,0.000162,18, False, ,2.924,1,2,1,12,1,1,0,2,11,5,0,3,2,3,5,5,6,2,0,0,0.209677419,0.258064516,0.064516129,0.016129032,0.14516129,0.306451613,,,,,,,,,,,,,,,,,,,
P32639,1001,1307,306,0.2377,0.000645,42, False, nucleus,2.56,4,0,11,15,2,10,6,2,11,3,1,9,7,7,10,10,10,3,0,3,0.209677419,0.169354839,0.169354839,0.040322581,0.072580645,0.338709677,,,,,,,,,,,,,,,,,,,
P32910,170,273,103,0.2252,0.002523,30, nan, nucleus,3.135,3,0,4,9,1,3,1,2,5,2,1,9,4,4,1,3,4,5,0,1,0.209677419,0.096774194,0.161290323,0.032258065,0.161290323,0.338709677,,,,,,,,,,,,,,,,,,,
P35691,68,166,98,0.3135,0.000139,66, True, mitochondrion; cytoplasm; cytoskeleton,2.994,4,0,5,8,1,6,1,3,12,1,1,0,4,3,2,3,5,2,0,1,0.209677419,0.225806452,0.225806452,0.032258065,0.112903226,0.193548387,17,0,,,,,,,,,,,,,,,,,
P38999,4,125,121,0.3947,0.00003,78, False, ,3.231,7,0,9,4,1,5,0,1,6,2,1,3,5,1,3,5,5,2,0,2,0.209677419,0.14516129,0.274193548,0.048387097,0.096774194,0.225806452,6,0,,,,,,,,,,,,,,,,,
P39083,24,127,103,0.1874,0.000987,18, False, ,3.371,4,7,8,5,0,6,2,1,8,4,0,3,1,0,3,6,2,1,0,1,0.209677419,0.177419355,0.177419355,0.016129032,0.096774194,0.322580645,,,,,,,,,,,,,,,,,,,
Q03361,579,662,83,0.2083,0.010278,30, nan, ,3.065,1,1,6,7,0,4,3,2,6,5,1,3,2,3,4,9,3,2,0,0,0.209677419,0.161290323,0.112903226,0,0.161290323,0.35483871,,,,,,,,,,,,,,,,,,,
Q03823,245,364,119,0.1803,0.05002,18, nan, ,2.71,2,0,4,9,0,2,3,1,5,3,0,4,3,7,4,5,2,4,0,4,0.209677419,0.14516129,0.112903226,0.064516129,0.129032258,0.338709677,,,,,,,,,,,,,,,,,,,
Q12280,100,248,148,0.2625,0.00215,54, nan, bud neck,2.724,7,0,4,9,1,7,1,0,9,1,0,3,4,4,2,5,3,1,1,0,0.209677419,0.177419355,0.290322581,0.032258065,0.032258065,0.258064516,,,,,,,,,,,,,,,,,,,
P13382,822,1099,277,0.1504,0.000059,6, False, nucleus,2.791,5,2,16,14,1,13,3,2,17,8,1,14,5,8,12,6,7,8,0,1,0.20979021,0.202797203,0.160839161,0.013986014,0.132867133,0.27972028,,,,,,,,,,,,,,,,,,,
P23643,126,436,310,0.1801,0.002338,18, nan, cytoplasm,3.132,6,1,12,18,4,13,1,3,15,7,2,11,5,5,6,18,11,5,0,0,0.20979021,0.146853147,0.167832168,0.027972028,0.118881119,0.328671329,,,,,,,,,,,,,,,,,,,
P36070,312,617,305,0.2317,0.006409,42, nan, nucleus,3.083,6,0,8,22,2,10,2,7,11,7,0,11,3,8,8,16,13,4,0,5,0.20979021,0.132867133,0.132867133,0.048951049,0.125874126,0.34965035,,,,,,,,,,,,,,,,,,,
P34241,1437,1763,326,0.1219,0.000792,6, False, nucleus; nucleolus,2.554,1,2,18,16,2,12,1,5,21,7,2,19,4,9,14,13,7,4,2,3,0.209876543,0.216049383,0.104938272,0.043209877,0.111111111,0.314814815,1,1,,,,,,,,,,,,,,,,,
P36114,19,352,333,0.2672,5.00E-06,54, True, nucleus; cytoplasm,3.506,16,0,12,22,4,14,1,6,22,14,4,2,6,6,7,12,8,3,1,2,0.209876543,0.179012346,0.222222222,0.043209877,0.166666667,0.179012346,1,0,,,,,,,,,,,,,,,,,
P37012,6,192,186,0.3501,0.000036,66, True, cytoplasm,2.494,2,0,8,9,0,17,2,1,14,0,0,3,11,0,1,4,7,0,0,2,0.209876543,0.185185185,0.37037037,0.024691358,0.012345679,0.197530864,3,0,,,,,,,,,,,,,,,,,
P38088,537,689,152,0.4961,0.004478,90, False, cytoplasm; mitochondrion matrix,3.233,6,0,6,11,3,6,3,4,9,3,0,4,5,2,4,6,4,3,0,2,0.209876543,0.160493827,0.209876543,0.061728395,0.12345679,0.234567901,19,2,,,,,,,,,,,,,,,,,
P38719,228,415,187,0.1401,0.000235,6, True, nucleus; nucleolus,2.338,6,0,6,11,0,5,3,2,8,1,2,7,2,6,12,3,5,2,0,0,0.209876543,0.24691358,0.160493827,0,0.086419753,0.296296296,,,,,,,,,,,,,,,,,,,
P42945,1578,1767,189,0.1138,0.000115,6, False, nucleus; nucleolus; mitochondrion,2.786,2,0,5,12,1,7,0,1,9,4,1,6,4,2,6,13,3,2,0,3,0.209876543,0.185185185,0.160493827,0.049382716,0.098765432,0.296296296,1,1,,,,,,,,,,,,,,,,,
P53091,498,834,336,0.1638,7.00E-06,18, nan, nucleus,3.078,11,1,14,20,1,18,5,6,16,5,1,7,5,5,15,18,3,9,0,2,0.209876543,0.191358025,0.209876543,0.018518519,0.12962963,0.240740741,,,,,,,,,,,,,,,,,,,
Q99316,28,181,153,0.1099,0.003029,6, nan, endoplasmic reticulum,2.633,3,0,8,9,4,4,2,0,11,2,1,5,6,2,5,7,7,1,3,1,0.209876543,0.197530864,0.160493827,0.098765432,0.049382716,0.283950617,,,,,,,,,,,,,,,,,,,
P16451,263,409,146,0.2595,0.000201,42, True, mitochondrion matrix,3.258,5,0,10,11,6,3,1,2,10,5,3,8,6,5,3,12,4,4,0,2,0.21,0.13,0.14,0.08,0.14,0.3,5,3,,,,,,,,,,,,,,,,,
P29539,194,721,527,0.1037,0.001133,6, nan, nucleus; chromosome; telomere,2.81,5,1,18,24,4,17,7,10,26,3,0,17,10,8,8,25,6,7,0,4,0.21,0.17,0.16,0.04,0.1,0.32,,,,,,,,,,,,,,,,,,,
P38151,35,224,189,0.1203,0.000665,6, nan, nucleus,2.811,5,0,11,10,1,11,7,2,6,6,1,10,5,3,8,12,0,2,0,0,0.21,0.14,0.21,0.01,0.11,0.32,,,,,,,,,,,,,,,,,,,
P39682,10,236,226,0.1852,0.001461,18, False, nucleus,2.652,3,0,12,9,3,6,2,4,10,3,0,10,3,9,8,5,7,3,2,1,0.21,0.18,0.12,0.06,0.1,0.33,,,,,,,,,,,,,,,,,,,
P40450,1275,1374,99,0.1791,0.000147,18, nan, ,3.309,3,0,10,11,0,3,3,5,11,10,3,8,2,2,10,7,4,7,0,1,0.21,0.21,0.08,0.01,0.25,0.24,,,,,,,,,,,,,,,,,,,
P38766,431,705,274,1.2503,0.575931,90, nan, nucleus; chromosome; telomere,3.023,6,0,12,13,1,9,2,5,12,6,2,10,7,4,12,5,4,7,0,2,0.210084034,0.201680672,0.18487395,0.025210084,0.168067227,0.210084034,,,,,,,,,,,,,,,,,,,
Q08199,127,417,290,0.3801,0.001188,78, False, endoplasmic reticulum lumen,2.389,5,0,12,13,2,3,4,3,13,3,1,19,6,4,8,13,6,1,0,3,0.210084034,0.176470588,0.117647059,0.042016807,0.067226891,0.386554622,,,,,,,,,,,,,,,,,,,
P22434,5,368,363,0.3476,0.03004,66, nan, ,2.826,3,1,6,23,3,20,3,2,14,5,1,9,10,6,9,11,4,5,0,3,0.210144928,0.166666667,0.239130435,0.043478261,0.094202899,0.246376812,,,,,,,,,,,,,,,,,,,
P25332,3,331,328,0.7994,0.041991,90, True, nucleus; cytoplasm,2.735,5,1,9,20,1,23,1,5,17,2,0,9,9,7,8,8,9,3,0,1,0.210144928,0.18115942,0.268115942,0.014492754,0.072463768,0.253623188,5,1,,,,,,,,,,,,,,,,,
P39523,778,940,162,0.1631,0.001983,6, nan, ,3.501,5,0,8,21,3,7,0,7,11,16,3,8,4,5,10,17,8,3,0,2,0.210144928,0.152173913,0.115942029,0.036231884,0.210144928,0.275362319,,,,,,,,,,,,,,,,,,,
Q04048,409,818,409,0.2017,0.000767,30, nan, nucleus,2.874,6,0,13,24,1,11,4,6,21,9,4,12,6,6,12,25,9,4,0,3,0.210227273,0.1875,0.130681818,0.022727273,0.130681818,0.318181818,,,,,,,,,,,,,,,,,,,
P04076,366,461,95,0.4412,0.000034,90, True, ,3.042,2,0,5,7,2,7,2,0,6,5,1,2,1,4,3,4,5,1,0,0,0.210526316,0.157894737,0.175438596,0.035087719,0.122807018,0.298245614,7,0,,,,,,,,,,,,,,,,,
P07259,557,941,384,0.386,0.000056,78, False, cytoplasm,3.012,10,1,14,18,2,19,1,1,16,7,0,12,3,2,11,16,7,7,0,5,0.210526316,0.177631579,0.210526316,0.046052632,0.098684211,0.256578947,32,0,,,,,,,,,,,,,,,,,
P15646,88,143,55,0.0744,0.000024,6, False, nucleus; nucleolus,3.003,2,0,2,6,0,5,1,0,5,0,1,0,5,0,2,3,1,3,1,1,0.210526316,0.184210526,0.315789474,0.052631579,0.105263158,0.131578947,4,2,,,,,,,,,,,,,,,,,
P15938,341,524,183,0.1498,0.006975,6, nan, nucleus,2.857,2,1,7,9,2,9,1,3,7,4,2,3,2,4,11,4,4,1,0,0,0.210526316,0.236842105,0.171052632,0.026315789,0.131578947,0.223684211,,,,,,,,,,,,,,,,,,,
P17883,1263,1431,168,0.248,1.00E-06,42, True, nucleus; cytoplasm,3.149,5,1,8,12,3,4,1,5,11,6,0,6,3,5,7,5,5,3,1,4,0.210526316,0.189473684,0.126315789,0.084210526,0.147368421,0.242105263,,,,,,,,,,,,,,,,,,,
P18898,14,374,360,0.3082,0.016975,66, nan, cytoplasm,2.762,3,3,12,16,2,18,7,2,16,5,1,9,3,4,9,11,6,4,0,2,0.210526316,0.187969925,0.180451128,0.030075188,0.090225564,0.30075188,,,,,,,,,,,,,,,,,,,
P19454,133,334,201,0.2388,0.000508,42, False, ,2.533,0,0,7,9,1,8,3,2,11,1,2,5,5,3,3,6,7,1,1,1,0.210526316,0.184210526,0.171052632,0.039473684,0.078947368,0.315789474,5,2,,,,,,,,,,,,,,,,,
P20795,403,507,104,0.1975,0.002663,18, nan, vacuole,3.351,0,1,5,7,2,4,1,2,5,7,1,3,0,4,2,4,6,0,0,3,0.210526316,0.122807018,0.070175439,0.087719298,0.175438596,0.333333333,,,,,,,,,,,,,,,,,,,
P24784,387,551,164,0.2461,0.005161,42, nan, cytoplasm,2.721,5,0,10,6,0,10,2,1,5,1,2,9,1,4,6,6,4,3,0,1,0.210526316,0.144736842,0.210526316,0.013157895,0.092105263,0.328947368,,,,,,,,,,,,,,,,,,,
P25375,202,269,67,0.3462,0.000088,66, True, cytoplasm,2.408,1,0,3,5,1,1,0,0,8,2,0,2,2,4,0,4,3,0,0,2,0.210526316,0.210526316,0.105263158,0.078947368,0.052631579,0.342105263,1,0,,,,,,,,,,,,,,,,,
P27616,15,110,95,0.4733,0.000349,90, True, ,3.391,5,0,6,6,2,3,1,2,7,3,1,2,4,1,2,5,2,2,1,2,0.210526316,0.157894737,0.210526316,0.087719298,0.140350877,0.192982456,4,0,,,,,,,,,,,,,,,,,
P28817,438,499,61,0.3947,0.001533,78, False, mitochondrion,2.658,2,0,3,5,0,4,0,1,5,2,0,4,1,1,4,2,3,1,0,0,0.210526316,0.236842105,0.184210526,0,0.105263158,0.263157895,,,,,,,,,,,,,,,,,,,
P31111,638,732,94,0.3603,0.029804,66, nan, nucleus; chromosome,3.525,2,1,3,17,0,1,2,2,13,16,0,5,0,13,2,5,4,9,0,0,0.210526316,0.157894737,0.031578947,0,0.284210526,0.315789474,,,,,,,,,,,,,,,,,,,
P33309,139,271,132,0.289,0.000259,54, True, cytoplasm,2.449,1,0,5,7,1,3,2,1,16,4,0,2,1,2,1,8,2,0,0,1,0.210526316,0.298245614,0.087719298,0.035087719,0.087719298,0.280701754,,,,,,,,,,,,,,,,,,,
P36013,543,645,102,0.1922,0.000015,18, False, mitochondrion matrix,3.307,3,0,5,7,1,9,0,2,3,4,0,1,4,4,5,2,5,2,0,0,0.210526316,0.140350877,0.280701754,0.01754386,0.140350877,0.210526316,5,1,,,,,,,,,,,,,,,,,
P38122,271,311,40,0.2877,0.000058,54, nan, ,3.489,1,0,2,6,2,2,1,2,4,3,0,2,1,1,2,2,3,2,1,1,0.210526316,0.157894737,0.105263158,0.105263158,0.184210526,0.236842105,,,,,,,,,,,,,,,,,,,
P38707,4,88,84,0.4048,0.000493,78, False, cytoplasm; cytosol,2.577,6,0,4,8,0,4,1,0,14,2,0,1,0,6,1,4,4,2,0,0,0.210526316,0.263157895,0.175438596,0,0.070175439,0.280701754,2,0,,,,,,,,,,,,,,,,,
P38818,204,285,81,0.3738,0.012394,78, nan, cytoplasm; cytosol,3.758,2,0,6,6,3,2,1,1,4,6,0,2,4,2,0,5,8,3,0,2,0.210526316,0.070175439,0.140350877,0.087719298,0.175438596,0.315789474,,,,,,,,,,,,,,,,,,,
P40080,152,189,37,0.3503,0.009523,66, nan, cytoplasm; endosome,2.979,1,0,1,7,1,0,0,1,3,4,1,3,1,2,5,2,2,1,0,3,0.210526316,0.210526316,0.052631579,0.105263158,0.184210526,0.236842105,,,,,,,,,,,,,,,,,,,
P40357,365,421,56,0.2282,0.000867,30, nan, ,2.256,2,0,3,9,3,2,2,1,2,0,1,3,0,18,3,2,2,1,1,2,0.210526316,0.087719298,0.070175439,0.105263158,0.052631579,0.473684211,,,,,,,,,,,,,,,,,,,
P47050,774,841,67,0.1999,0.002519,30, nan, nucleus; cytoplasm,2.439,3,0,4,4,1,3,1,0,5,0,0,1,0,3,4,4,2,1,1,1,0.210526316,0.236842105,0.157894737,0.078947368,0.026315789,0.289473684,,,,,,,,,,,,,,,,,,,
P48240,46,249,203,0.3228,0.016923,66, False, nucleus; nucleolus; cytoplasm,2.996,1,0,9,11,3,14,1,1,6,7,2,9,3,5,5,12,4,1,0,1,0.210526316,0.115789474,0.189473684,0.042105263,0.115789474,0.326315789,1,0,,,,,,,,,,,,,,,,,
P48510,4,72,68,0.3657,0.000048,78, True, nucleus,2.679,3,0,4,4,0,4,3,1,5,1,0,2,2,3,1,4,0,1,0,0,0.210526316,0.157894737,0.236842105,0,0.078947368,0.315789474,1,0,,,,,,,,,,,,,,,,,
P50942,577,890,313,0.2633,0.000088,54, nan, cytoplasm; cytoskeleton; actin patch,2.842,6,0,12,12,1,16,3,2,10,5,0,6,4,5,8,7,10,2,0,5,0.210526316,0.157894737,0.228070175,0.052631579,0.078947368,0.271929825,1,0,,,,,,,,,,,,,,,,,
P53009,328,619,291,0.1752,0.000572,18, nan, ,2.785,4,0,12,12,0,3,4,3,18,3,1,7,10,5,2,13,8,6,1,2,0.210526316,0.175438596,0.149122807,0.026315789,0.114035088,0.324561404,,,,,,,,,,,,,,,,,,,
P53131,275,457,182,0.1806,0.000077,18, False, nucleus,3.051,4,0,5,15,2,13,2,3,2,5,0,3,7,8,10,6,4,3,0,3,0.210526316,0.126315789,0.252631579,0.052631579,0.115789474,0.242105263,6,3,,,,,,,,,,,,,,,,,
