UniProt,domain_start,domain_end,Length,S_over_T_mean,S_over_T_pval,quantile,refoldable,subcellular_localization,average_KD_hydro,A_SASA_count,C_SASA_count,D_SASA_count,E_SASA_count,F_SASA_count,G_SASA_count,H_SASA_count,I_SASA_count,K_SASA_count,L_SASA_count,M_SASA_count,N_SASA_count,P_SASA_count,Q_SASA_count,R_SASA_count,S_SASA_count,T_SASA_count,V_SASA_count,W_SASA_count,Y_SASA_count,fraction DE,fraction KR,fraction AGP,fraction WYF,fraction ILVM,fraction polar,No. of Peptides,No. of Significant Peptides,,,,,,,,,,,
P53901,9,132,123,0.1948,0.024215,18, nan, bud neck,2.395,2,1,6,6,1,5,3,1,8,2,0,4,5,2,6,2,1,1,0,0,0.214285714,0.25,0.214285714,0.017857143,0.071428571,0.232142857,,,,,,,,,,,,,
P89886,1,175,174,0.3441,0.000104,66, True, cytoplasm,2.544,4,0,6,12,2,10,2,1,17,1,2,4,6,1,4,7,3,1,1,0,0.214285714,0.25,0.238095238,0.035714286,0.05952381,0.202380952,5,0,,,,,,,,,,,
P41896,68,174,106,0.3236,0.00023,66, False, nucleus,2.672,2,0,5,15,2,3,1,2,15,7,1,6,2,8,7,2,2,4,1,3,0.227272727,0.25,0.079545455,0.068181818,0.159090909,0.215909091,1,0,,,,,,,,,,,
Q06340,172,342,170,0.3312,0.005576,66, nan, nucleus; cytoplasm,2.837,8,0,6,21,5,3,1,3,24,6,1,7,3,4,5,8,5,3,0,3,0.232758621,0.25,0.120689655,0.068965517,0.112068966,0.215517241,,,,,,,,,,,,,
Q02796,253,280,27,0.2533,0.000046,42, nan, nucleus,2.49,0,0,1,4,1,0,0,0,5,1,0,3,0,0,0,1,2,1,0,1,0.25,0.25,0,0.1,0.1,0.3,,,,,,,,,,,,,
Q12009,14,279,265,0.3345,0.000462,66, True, nucleus,2.18,4,0,9,18,2,13,3,0,21,2,0,7,3,6,6,7,2,2,0,3,0.25,0.25,0.185185185,0.046296296,0.037037037,0.231481481,5,1,,,,,,,,,,,
Q06682,419,493,74,0.4466,0.009293,90, False, cytoplasm; nucleus,2.412,1,0,6,5,0,4,1,1,3,2,1,3,0,1,7,2,2,1,0,0,0.275,0.25,0.125,0,0.125,0.225,1,0,,,,,,,,,,,
P32347,9,358,349,0.4842,0.000728,90, True, cytoplasm; nucleus,2.315,0,1,13,18,1,22,1,1,16,2,2,4,1,5,12,5,2,3,2,1,0.276785714,0.25,0.205357143,0.035714286,0.071428571,0.160714286,8,0,,,,,,,,,,,
P32657,935,958,23,0.1735,1.00E-06,18, True, nucleus,2.308,0,0,2,8,0,0,0,1,5,2,0,0,1,2,1,0,0,1,0,1,0.416666667,0.25,0.041666667,0.041666667,0.166666667,0.083333333,,,,,,,,,,,,,
Q06506,120,569,449,0.1522,0.003592,6, nan, nucleus; nucleolus,2.564,3,1,12,22,2,26,3,2,30,8,1,10,4,8,14,13,6,4,1,5,0.194285714,0.251428571,0.188571429,0.045714286,0.085714286,0.234285714,2,1,,,,,,,,,,,
P14126,32,376,344,0.2502,0.000011,42, False, cytoplasm,2.902,13,2,9,12,5,24,8,2,25,3,2,3,6,4,16,12,8,2,3,4,0.128834356,0.251533742,0.263803681,0.073619632,0.055214724,0.226993865,55,1,,,,,,,,,,,
P53861,9,207,198,0.6672,0.243454,90, nan, ,2.673,1,0,7,15,2,0,8,5,23,11,2,9,4,12,11,13,6,4,0,2,0.162962963,0.251851852,0.037037037,0.02962963,0.162962963,0.355555556,,,,,,,,,,,,,
P34111,9,257,248,0.2079,0.004459,30, nan, nucleus; mitochondrion,2.767,6,0,14,9,2,13,4,6,28,2,1,8,4,4,5,8,8,4,1,4,0.175572519,0.251908397,0.175572519,0.053435115,0.099236641,0.244274809,,,,,,,,,,,,,
P22082,744,1337,593,0.2192,0.000082,30, nan, nucleus,2.485,11,0,15,37,0,26,3,4,37,5,2,19,5,7,22,19,10,9,1,2,0.222222222,0.252136752,0.179487179,0.012820513,0.085470085,0.247863248,,,,,,,,,,,,,
P32451,49,366,317,0.2042,0.000032,30, nan, mitochondrion,2.423,6,0,13,13,1,19,3,0,25,2,2,0,4,6,4,9,8,0,0,0,0.226086957,0.252173913,0.252173913,0.008695652,0.034782609,0.226086957,,,,,,,,,,,,,
P39744,175,685,510,0.1564,0.001812,6, False, nucleus; nucleolus,2.622,13,0,6,28,3,12,4,8,36,2,3,18,10,11,18,20,16,5,0,1,0.158878505,0.252336449,0.163551402,0.018691589,0.08411215,0.322429907,6,2,,,,,,,,,,,
P40535,426,532,106,0.23,0.000045,42, nan, nucleus,3.235,4,1,6,9,2,1,2,5,16,11,1,11,0,4,8,7,2,4,0,1,0.157894737,0.252631579,0.052631579,0.031578947,0.221052632,0.284210526,,,,,,,,,,,,,
P48164,7,184,177,0.252,0.000505,42, False, nucleus; nucleolus; cytoplasm,2.888,4,0,7,8,0,6,0,4,14,3,0,2,8,8,10,9,4,6,0,2,0.157894737,0.252631579,0.189473684,0.021052632,0.136842105,0.242105263,18,4,,,,,,,,,,,
P40491,5,143,138,0.3748,0.000402,78, nan, mitochondrion,2.494,4,0,8,10,2,4,1,2,14,4,0,11,2,7,10,6,3,4,0,3,0.189473684,0.252631579,0.105263158,0.052631579,0.105263158,0.294736842,,,,,,,,,,,,,
Q99383,159,316,157,0.2658,0.000069,54, False, cytoplasm; stress granule; nucleus; cytoplasm,2.275,2,0,16,8,1,15,0,1,13,1,0,2,5,5,10,2,7,2,1,0,0.263736264,0.252747253,0.241758242,0.021978022,0.043956044,0.175824176,5,1,,,,,,,,,,,
P32899,9,170,161,0.1187,0.000086,6, False, nucleus; nucleolus,2.826,1,0,6,5,2,5,1,1,14,11,1,8,4,8,8,2,7,1,1,1,0.126436782,0.252873563,0.114942529,0.045977011,0.16091954,0.298850575,2,2,,,,,,,,,,,
P07884,14,419,405,0.3024,0.000057,54, nan, nucleus; cytoplasm; mitochondrion,2.076,4,0,19,21,1,16,1,2,27,3,2,14,6,14,17,9,13,1,1,3,0.229885057,0.252873563,0.149425287,0.028735632,0.045977011,0.293103448,,,,,,,,,,,,,
P53072,112,278,166,0.2404,0.000165,42, False, nucleus; cytoplasm,2.649,1,1,6,7,3,4,0,0,16,3,2,11,4,3,5,6,5,4,0,2,0.156626506,0.253012048,0.108433735,0.060240964,0.108433735,0.313253012,3,0,,,,,,,,,,,
P22696,11,168,157,0.3968,0.000089,78, True, nucleus; cytoplasm,2.088,1,0,10,11,0,8,5,0,12,0,0,2,3,3,9,7,7,3,2,0,0.253012048,0.253012048,0.144578313,0.024096386,0.036144578,0.289156627,6,0,,,,,,,,,,,
Q04471,58,248,190,0.2147,0.00081,30, nan, chromosome,2.488,1,0,11,11,2,8,0,2,14,1,0,2,1,3,7,5,8,3,1,3,0.265060241,0.253012048,0.120481928,0.072289157,0.072289157,0.21686747,,,,,,,,,,,,,
P12945,20,622,602,0.2821,0.000041,54, False, cytoplasm,2.608,13,1,30,21,5,22,2,2,49,13,2,12,8,16,11,13,7,4,2,4,0.215189873,0.253164557,0.181434599,0.046413502,0.088607595,0.215189873,14,2,,,,,,,,,,,
P53313,332,509,177,0.1509,0.000639,6, False, nucleus; nucleolus,2.867,4,0,9,11,0,8,1,3,14,4,2,3,2,1,6,5,3,3,0,0,0.253164557,0.253164557,0.17721519,0,0.151898734,0.164556962,2,1,,,,,,,,,,,
Q03290,11,231,220,0.2499,0.004842,42, nan, nucleus,2.706,1,1,12,26,4,5,1,7,22,11,3,9,4,6,15,7,7,2,0,3,0.260273973,0.253424658,0.068493151,0.047945205,0.157534247,0.212328767,,,,,,,,,,,,,
P24279,621,737,116,0.2923,0.000948,54, False, nucleus,3.534,6,0,2,5,3,3,0,3,12,5,0,7,3,3,6,1,4,6,0,2,0.098591549,0.253521127,0.169014085,0.070422535,0.197183099,0.211267606,,,,,,,,,,,,,
P17121,291,403,112,0.1894,0.008894,18, nan, cytoplasm; cytoskeleton,2.963,2,0,5,7,2,1,3,2,7,9,1,2,4,5,11,4,3,1,0,2,0.169014085,0.253521127,0.098591549,0.056338028,0.183098592,0.23943662,,,,,,,,,,,,,
P40081,4,173,169,0.3598,0.000015,66, True, nucleus; cytoplasm,2.336,1,0,8,7,0,10,1,0,12,1,0,4,3,2,5,6,2,3,1,1,0.223880597,0.253731343,0.208955224,0.029850746,0.059701493,0.223880597,5,0,,,,,,,,,,,
Q04772,63,198,135,0.1935,0.000046,18, nan, ,2.383,1,0,6,2,2,4,1,0,14,0,1,6,5,6,2,5,2,3,1,2,0.126984127,0.253968254,0.158730159,0.079365079,0.063492063,0.317460317,,,,,,,,,,,,,
P20433,8,75,67,0.3246,0.000063,66, False, cytoplasm; cytoplasm; p-body; nucleus,3.27,5,0,0,12,2,2,1,3,7,7,0,2,0,6,9,2,2,3,0,0,0.19047619,0.253968254,0.111111111,0.031746032,0.206349206,0.206349206,1,0,,,,,,,,,,,
P40470,100,168,68,0.1784,0.006479,18, nan, nucleus; nucleolus,2.524,1,0,6,6,2,1,3,3,7,3,0,4,0,5,9,5,5,1,1,1,0.19047619,0.253968254,0.031746032,0.063492063,0.111111111,0.349206349,,,,,,,,,,,,,
Q08562,473,648,175,0.1519,0.000208,6, nan, nucleus,2.594,7,1,5,13,1,4,2,3,21,7,0,10,0,12,10,17,7,1,0,1,0.147540984,0.254098361,0.090163934,0.016393443,0.090163934,0.401639344,,,,,,,,,,,,,
Q07953,15,229,214,0.2117,0.00056,30, False, nucleus; cytoplasm,2.726,4,1,7,13,0,6,2,3,23,5,3,6,8,9,7,11,4,5,0,1,0.169491525,0.254237288,0.152542373,0.008474576,0.13559322,0.279661017,4,2,,,,,,,,,,,
Q12454,6,221,215,0.2255,0.000418,30, nan, cytoplasm,2.908,6,0,9,12,2,2,2,5,19,3,0,9,6,1,11,12,11,7,0,1,0.177966102,0.254237288,0.118644068,0.025423729,0.127118644,0.296610169,,,,,,,,,,,,,
P15424,90,594,504,0.1628,0,6, False, mitochondrion matrix,2.148,6,0,20,28,2,21,1,3,33,2,0,14,7,4,11,14,4,1,0,2,0.277456647,0.25433526,0.196531792,0.023121387,0.034682081,0.213872832,2,2,,,,,,,,,,,
Q12433,277,379,102,0.2312,0.000221,42, nan, nucleus; cytoplasm,2.655,0,1,4,2,0,5,0,1,9,4,0,8,2,0,5,9,3,0,0,2,0.109090909,0.254545455,0.127272727,0.036363636,0.090909091,0.381818182,,,,,,,,,,,,,
P35178,6,253,247,0.1673,0.00231,18, True, nucleus; nucleolus,2.251,5,0,17,15,2,4,0,1,21,1,1,8,3,4,7,9,4,4,0,4,0.290909091,0.254545455,0.109090909,0.054545455,0.063636364,0.227272727,3,2,,,,,,,,,,,
Q00816,156,233,77,0.3351,0.000098,66, True, nucleus,3.157,3,0,4,3,0,1,1,0,8,4,0,5,0,0,5,6,1,5,3,2,0.137254902,0.254901961,0.078431373,0.098039216,0.176470588,0.254901961,1,0,,,,,,,,,,,
P40360,355,567,212,0.118,0.002377,6, nan, mitochondrion,2.66,1,1,8,6,1,9,5,2,19,3,0,5,8,5,6,9,4,5,0,1,0.142857143,0.255102041,0.183673469,0.020408163,0.102040816,0.295918367,,,,,,,,,,,,,
Q12690,49,119,70,0.2477,0.00008,42, False, cytoplasm,2.936,6,0,2,2,0,4,1,0,4,3,0,3,2,4,8,0,3,2,0,3,0.085106383,0.255319149,0.255319149,0.063829787,0.106382979,0.234042553,,,,,,,,,,,,,
Q12692,37,102,65,0.1298,0.000467,6, False, nucleus; chromosome,3.287,4,0,3,4,0,4,1,2,5,5,0,1,1,1,7,1,4,1,0,3,0.14893617,0.255319149,0.191489362,0.063829787,0.170212766,0.170212766,1,0,,,,,,,,,,,
P00044,15,104,89,0.2338,0.000479,42, nan, mitochondrion intermembrane space,2.457,1,0,4,5,0,10,1,1,11,1,0,3,2,2,1,1,2,1,0,1,0.191489362,0.255319149,0.276595745,0.021276596,0.063829787,0.191489362,,,,,,,,,,,,,
P38336,92,275,183,0.2377,0.000039,42, nan, nucleus,2.741,2,2,10,7,1,6,1,2,18,6,1,9,2,2,5,5,5,2,1,3,0.188888889,0.255555556,0.111111111,0.055555556,0.122222222,0.266666667,,,,,,,,,,,,,
Q06090,21,101,80,0.2713,0.003684,54, nan, mitochondrion,2.414,0,1,2,3,0,6,1,0,7,1,0,6,2,2,4,2,2,2,2,0,0.11627907,0.255813953,0.186046512,0.046511628,0.069767442,0.325581395,,,,,,,,,,,,,
P53278,405,453,48,0.2427,2.00E-06,42, False, ,2.821,5,0,5,5,0,1,2,3,10,1,0,2,0,1,1,1,0,1,1,4,0.23255814,0.255813953,0.139534884,0.11627907,0.11627907,0.139534884,,,,,,,,,,,,,
Q6Q547,3,48,45,0.1298,0.000899,6, nan, nucleus; nucleolus,3.49,2,0,2,2,1,3,1,2,6,3,0,0,3,1,4,4,1,2,0,2,0.102564103,0.256410256,0.205128205,0.076923077,0.179487179,0.179487179,,,,,,,,,,,,,
Q02457,416,477,61,0.2173,0.000396,30, nan, nucleus; chromosome; telomere,2.387,0,0,3,5,0,4,0,1,8,2,0,3,3,3,2,3,1,1,0,0,0.205128205,0.256410256,0.179487179,0,0.102564103,0.256410256,,,,,,,,,,,,,
P29366,481,549,68,0.2054,0.000802,30, False, cytoplasm; cytoskeleton,2.433,3,0,8,3,1,3,0,1,9,0,1,2,1,1,1,3,2,0,0,0,0.282051282,0.256410256,0.179487179,0.025641026,0.051282051,0.205128205,,,,,,,,,,,,,
P06101,30,170,140,0.4729,0.001052,90, True, cytoplasm,2.104,4,0,12,11,1,2,2,2,18,1,1,6,3,5,2,5,1,1,1,0,0.294871795,0.256410256,0.115384615,0.025641026,0.064102564,0.243589744,2,0,,,,,,,,,,,
P38285,167,522,355,0.1168,0.001467,6, nan, nucleus; cytoplasm,2.72,7,1,5,13,1,11,4,2,21,11,2,16,9,11,18,9,5,5,0,1,0.118421053,0.256578947,0.177631579,0.013157895,0.131578947,0.302631579,,,,,,,,,,,,,
P32611,74,344,270,0.318,0.002375,66, nan, mitochondrion,3.165,5,1,4,8,0,27,4,7,18,4,0,6,7,8,20,6,6,11,2,4,0.081081081,0.256756757,0.263513514,0.040540541,0.148648649,0.209459459,,,,,,,,,,,,,
P53952,144,221,77,0.1446,0.016157,6, nan, ,3.346,4,1,4,6,1,2,1,7,11,8,0,1,2,9,8,3,1,1,1,3,0.135135135,0.256756757,0.108108108,0.067567568,0.216216216,0.216216216,,,,,,,,,,,,,
P32644,3,149,146,0.1696,0.000381,18, nan, cytoplasm,2.039,3,3,6,14,0,6,0,0,11,0,0,4,1,5,8,9,3,0,0,1,0.27027027,0.256756757,0.135135135,0.013513514,0,0.324324324,,,,,,,,,,,,,
P53937,3,116,113,0.2079,0.001195,30, nan, mitochondrion,3.293,3,0,2,1,0,10,3,4,12,4,2,3,2,2,6,6,6,1,1,2,0.042857143,0.257142857,0.214285714,0.042857143,0.157142857,0.285714286,,,,,,,,,,,,,
P46675,16,265,249,0.1727,0,18, False, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; chromosome; centromere; kinetochore; cytoplasm; cytoskeleton; spindle,2.719,3,0,7,11,0,7,1,3,19,6,1,8,4,4,8,11,8,3,0,1,0.171428571,0.257142857,0.133333333,0.00952381,0.123809524,0.304761905,,,,,,,,,,,,,
Q03976,50,109,59,0.2454,0.000089,42, nan, mitochondrion,2.463,1,0,2,4,0,2,2,0,6,1,2,3,3,0,3,2,1,1,1,1,0.171428571,0.257142857,0.171428571,0.057142857,0.114285714,0.228571429,,,,,,,,,,,,,
P25389,512,552,40,0.2563,0.000069,42, nan, bud neck,3.403,4,0,1,6,2,0,0,2,6,3,0,1,1,2,3,2,1,1,0,0,0.2,0.257142857,0.142857143,0.057142857,0.171428571,0.171428571,,,,,,,,,,,,,
P38041,15,74,59,0.1462,0.000311,6, nan, ,2.863,0,0,4,3,0,4,0,2,6,1,1,2,2,1,3,1,1,2,1,1,0.2,0.257142857,0.171428571,0.057142857,0.171428571,0.142857143,,,,,,,,,,,,,
Q05881,235,351,116,0.3546,0.00002,66, nan, cytoplasm,2.827,4,0,5,9,1,2,1,2,14,5,0,5,3,2,3,2,5,2,0,1,0.212121212,0.257575758,0.136363636,0.03030303,0.136363636,0.227272727,,,,,,,,,,,,,
Q02354,6,199,193,0.1357,0.002634,6, nan, nucleus; nucleolus,2.775,4,0,4,3,1,6,2,4,18,5,0,14,3,7,6,5,4,3,2,2,0.075268817,0.258064516,0.139784946,0.053763441,0.129032258,0.344086022,2,1,,,,,,,,,,,
P25357,677,724,47,0.203,0.000947,30, nan, nucleus,3.329,0,0,0,3,0,4,2,1,6,6,0,1,1,1,2,1,1,0,0,2,0.096774194,0.258064516,0.161290323,0.064516129,0.225806452,0.193548387,,,,,,,,,,,,,
P39073,63,94,31,0.1955,0.00011,18, nan, nucleus,3.784,3,0,1,2,0,3,0,2,5,1,1,0,0,1,3,1,1,3,0,4,0.096774194,0.258064516,0.193548387,0.129032258,0.225806452,0.096774194,,,,,,,,,,,,,
Q12045,89,119,30,0.2802,0.00074,54, nan, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; nucleus; cytoplasm; cytoskeleton,3.452,0,1,1,4,3,0,1,3,3,3,0,1,0,2,5,1,3,0,0,0,0.161290323,0.258064516,0,0.096774194,0.193548387,0.290322581,,,,,,,,,,,,,
P36145,123,277,154,0.2798,0.000092,54, False, nucleus,2.688,1,1,10,11,3,6,1,1,20,6,1,4,4,5,4,6,3,3,2,1,0.225806452,0.258064516,0.11827957,0.064516129,0.11827957,0.215053763,2,0,,,,,,,,,,,
P33399,29,221,192,0.2392,5.00E-06,42, True, nucleus,2.224,7,0,9,16,1,5,1,2,13,2,0,8,3,4,11,6,3,1,0,1,0.268817204,0.258064516,0.161290323,0.021505376,0.053763441,0.23655914,7,3,,,,,,,,,,,
Q12389,838,899,61,0.181,1.00E-06,18, True, nucleus; nucleolus,3.269,2,0,4,2,2,5,0,4,10,3,0,4,2,2,5,6,2,2,1,2,0.103448276,0.25862069,0.155172414,0.086206897,0.155172414,0.24137931,,,,,,,,,,,,,
Q99216,94,259,165,0.1875,0.000021,18, True, nucleus; nucleolus; cytoplasm,2.704,4,0,10,4,3,10,3,0,13,3,2,2,5,2,9,3,8,1,0,3,0.164705882,0.258823529,0.223529412,0.070588235,0.070588235,0.211764706,2,0,,,,,,,,,,,
P0C0X0,8,43,35,0.163,0.028043,6, False, cytoplasm,4.096,1,0,1,1,0,4,0,1,2,3,0,1,0,0,5,2,2,4,0,0,0.074074074,0.259259259,0.185185185,0,0.296296296,0.185185185,,,,,,,,,,,,,
Q3E7X9,8,43,35,0.2907,0.000129,54, True, cytoplasm,4.096,1,0,1,1,0,4,0,1,2,3,0,1,0,0,5,2,2,4,0,0,0.074074074,0.259259259,0.185185185,0,0.296296296,0.185185185,7,0,,,,,,,,,,,
P40450,101,139,38,0.1791,0.000147,18, nan, ,3.541,2,1,1,2,2,2,0,1,3,2,0,2,0,1,4,1,1,1,1,0,0.111111111,0.259259259,0.148148148,0.111111111,0.148148148,0.222222222,,,,,,,,,,,,,
P22134,36,293,257,0.2072,0.001583,30, nan, nucleus,2.682,9,0,4,18,1,9,1,2,24,1,2,6,7,3,4,9,3,4,0,1,0.203703704,0.259259259,0.231481481,0.018518519,0.083333333,0.203703704,,,,,,,,,,,,,
Q06337,36,73,37,0.194,0.002125,18, nan, nucleus,2.915,1,0,4,3,0,0,0,1,5,4,0,3,0,1,2,1,1,1,0,0,0.259259259,0.259259259,0.037037037,0,0.222222222,0.222222222,,,,,,,,,,,,,
P49956,116,365,249,0.1558,1.00E-06,6, nan, nucleus,2.553,3,0,9,13,2,11,2,2,25,9,3,12,10,7,9,6,5,1,0,2,0.167938931,0.259541985,0.183206107,0.030534351,0.114503817,0.244274809,,,,,,,,,,,,,
P38766,235,718,483,1.2503,0.575931,90, nan, nucleus; chromosome; telomere,2.573,7,0,19,18,2,22,3,3,28,6,1,13,6,11,19,6,5,10,0,2,0.20441989,0.259668508,0.193370166,0.022099448,0.110497238,0.209944751,,,,,,,,,,,,,
Q12749,442,773,331,0.1497,0.000743,6, nan, nucleus; chromosome,2.215,2,1,15,24,1,13,2,2,23,3,1,20,3,10,24,19,9,8,0,1,0.215469613,0.259668508,0.099447514,0.011049724,0.077348066,0.337016575,,,,,,,,,,,,,
Q12159,71,154,83,0.1409,0.002245,6, False, nucleus,2.52,2,0,4,5,1,9,0,0,3,3,1,3,1,3,10,2,2,0,0,1,0.18,0.26,0.24,0.04,0.08,0.2,1,0,,,,,,,,,,,
P40450,956,1281,325,0.1791,0.000147,18, nan, ,2.531,2,0,13,20,6,10,4,6,31,2,4,10,4,8,8,12,2,4,0,4,0.22,0.26,0.106666667,0.066666667,0.106666667,0.24,,,,,,,,,,,,,
P14743,31,449,418,0.3314,0.000013,66, True, cytoplasm,2.46,7,1,23,13,1,17,1,3,33,3,0,6,12,5,6,8,8,3,0,0,0.24,0.26,0.24,0.006666667,0.06,0.193333333,7,1,,,,,,,,,,,
Q12400,37,276,239,0.3333,0.000083,66, False, nucleus; cytoplasm,2.119,4,0,10,22,1,8,3,3,18,2,0,12,5,5,14,6,4,3,1,2,0.260162602,0.260162602,0.138211382,0.032520325,0.06504065,0.243902439,2,0,,,,,,,,,,,
P53179,35,199,164,0.2765,0.009734,54, nan, ,3.038,3,0,5,9,2,9,2,5,17,3,0,6,5,1,8,7,8,5,0,1,0.145833333,0.260416667,0.177083333,0.03125,0.135416667,0.25,,,,,,,,,,,,,
P32912,15,208,193,0.3212,0.00025,66, nan, vacuole,2.528,3,0,15,9,1,7,2,2,14,5,0,4,7,7,17,10,6,5,2,3,0.201680672,0.260504202,0.142857143,0.050420168,0.100840336,0.243697479,1,0,,,,,,,,,,,
P38805,18,281,263,0.2089,0.002698,30, False, nucleus; nucleolus,2.454,2,0,8,23,3,11,4,4,22,3,1,13,4,7,15,4,7,8,0,3,0.218309859,0.26056338,0.11971831,0.042253521,0.112676056,0.246478873,4,0,,,,,,,,,,,
P38768,267,333,66,0.2912,0.001672,54, nan, nucleus; cytoplasm,3.287,6,0,3,3,3,2,1,2,8,0,1,3,4,0,4,4,0,2,0,0,0.130434783,0.260869565,0.260869565,0.065217391,0.108695652,0.173913043,,,,,,,,,,,,,
Q03220,63,315,252,0.3372,NaN,66, nan, nucleus; cytoplasm,2.513,6,3,5,10,0,3,5,2,18,5,0,14,5,6,12,11,4,3,0,3,0.130434783,0.260869565,0.12173913,0.026086957,0.086956522,0.373913043,,,,,,,,,,,,,
Q12276,374,397,23,0.1734,0.000264,18, nan, cytoplasm,2.939,5,0,1,3,1,0,1,0,6,1,0,1,0,1,0,0,0,0,0,3,0.173913043,0.260869565,0.217391304,0.173913043,0.043478261,0.130434783,,,,,,,,,,,,,
P50896,717,789,72,0.1742,0.000541,18, nan, cytoplasm; mitochondrion,2.826,2,0,4,5,3,0,0,2,8,3,0,4,1,3,4,2,0,1,0,4,0.195652174,0.260869565,0.065217391,0.152173913,0.130434783,0.195652174,,,,,,,,,,,,,
P32558,496,762,266,0.2697,0.000078,54, False, nucleus; chromosome,2.724,7,1,14,18,4,12,1,3,23,11,0,9,6,9,19,11,6,4,1,2,0.198757764,0.260869565,0.155279503,0.043478261,0.111801242,0.229813665,5,0,,,,,,,,,,,
Q12146,165,189,24,0.2959,0.003957,54, nan, nucleus,2.761,0,0,1,5,0,0,1,1,5,2,1,0,0,0,1,2,1,0,1,2,0.260869565,0.260869565,0,0.130434783,0.173913043,0.173913043,,,,,,,,,,,,,
P0C0W1,6,125,119,0.2071,0.000211,30, nan, cytoplasm,2.468,5,0,3,4,2,9,2,0,10,2,0,6,3,5,7,5,1,0,0,1,0.107692308,0.261538462,0.261538462,0.046153846,0.030769231,0.292307692,23,0,,,,,,,,,,,
P53830,22,126,104,0.3694,0.000241,78, nan, ,2.645,2,1,3,10,0,7,0,1,11,5,2,7,0,3,6,2,3,1,0,1,0.2,0.261538462,0.138461538,0.015384615,0.138461538,0.246153846,,,,,,,,,,,,,
Q06005,30,317,287,0.2486,0.000049,42, nan, mitochondrion,2.556,6,2,11,12,0,11,1,6,23,1,4,9,6,8,10,4,10,1,0,1,0.182539683,0.261904762,0.182539683,0.007936508,0.095238095,0.26984127,,,,,,,,,,,,,
P53207,278,319,41,0.2122,0.005411,30, nan, nucleus; cytoplasm,3.219,0,1,3,5,2,0,1,3,7,1,2,0,0,4,4,3,2,3,0,1,0.19047619,0.261904762,0,0.071428571,0.214285714,0.261904762,,,,,,,,,,,,,
Q12099,7,383,376,0.1833,0.00004,18, nan, nucleus; nucleolus,2.37,7,0,16,11,2,20,2,1,29,3,1,9,0,12,9,9,8,2,2,2,0.186206897,0.262068966,0.186206897,0.04137931,0.048275862,0.275862069,,,,,,,,,,,,,
P53883,122,313,191,0.279,0.000029,54, False, nucleus; nucleolus,2.287,5,0,12,10,3,11,2,0,19,1,2,12,4,2,8,4,5,2,0,1,0.213592233,0.262135922,0.194174757,0.038834951,0.048543689,0.242718447,4,0,,,,,,,,,,,
P53913,34,115,81,0.1885,0.000256,18, nan, nucleus; chromosome; telomere,2.94,3,0,4,10,3,1,0,2,14,9,0,6,0,6,7,6,2,2,0,5,0.175,0.2625,0.05,0.1,0.1625,0.25,,,,,,,,,,,,,
P39724,38,108,70,0.3976,0.011227,78, nan, mitochondrion matrix,2.587,0,1,2,4,0,5,1,1,7,1,1,2,0,5,3,2,1,2,0,0,0.157894737,0.263157895,0.131578947,0,0.131578947,0.315789474,,,,,,,,,,,,,
Q08831,447,512,65,0.1127,0.000352,6, nan, cytoplasm; p-body; cytoplasm; cytosol,2.905,2,0,4,3,0,4,1,2,8,2,1,1,3,0,2,2,1,0,0,2,0.184210526,0.263157895,0.236842105,0.052631579,0.131578947,0.131578947,,,,,,,,,,,,,
Q12306,23,93,70,0.5896,0.00037,90, True, ,2.116,1,0,6,7,1,3,1,2,4,0,0,1,1,1,6,3,1,0,0,0,0.342105263,0.263157895,0.131578947,0.026315789,0.052631579,0.184210526,5,0,,,,,,,,,,,
Q12236,860,971,111,0.1862,0.007527,18, nan, cytoplasm; cell cortex; nucleus,3.056,0,0,2,6,1,3,0,3,15,6,1,7,4,4,4,4,4,4,0,4,0.111111111,0.263888889,0.097222222,0.069444444,0.194444444,0.263888889,,,,,,,,,,,,,
P38783,40,120,80,0.22,0.009222,30, nan, mitochondrion,2.442,2,0,2,5,3,5,2,2,11,1,0,9,1,2,3,2,1,0,1,1,0.132075472,0.264150943,0.150943396,0.094339623,0.056603774,0.301886792,,,,,,,,,,,,,
P22136,101,543,442,0.3576,0.021721,66, nan, mitochondrion,2.674,11,1,15,14,7,15,5,1,31,7,4,14,11,10,20,15,5,5,0,2,0.150259067,0.264248705,0.191709845,0.046632124,0.088082902,0.259067358,,,,,,,,,,,,,
P26793,6,331,325,0.2503,2.00E-06,42, False, nucleus; nucleoplasm; nucleus; nucleolus; mitochondrion,2.295,5,0,12,27,1,17,2,1,27,3,1,4,3,3,10,14,7,2,0,1,0.278571429,0.264285714,0.178571429,0.014285714,0.05,0.214285714,3,0,,,,,,,,,,,
P39998,9,53,44,0.1523,0.00033,6, nan, cytoplasm; p-body,2.935,4,0,3,1,0,6,0,1,7,2,0,1,0,4,2,2,1,0,0,0,0.117647059,0.264705882,0.294117647,0,0.088235294,0.235294118,,,,,,,,,,,,,
P32354,517,551,34,0.1519,0.000023,6, nan, nucleus,3.121,1,0,1,4,2,0,3,1,7,3,0,2,0,1,2,2,0,2,2,1,0.147058824,0.264705882,0.029411765,0.147058824,0.176470588,0.235294118,,,,,,,,,,,,,
